362,201,11663,17699,255,202,11753,11627,255,203,11509,16656,255,204,16700,0,170
425,201,11667,17699,255,202,11751,11629,255,203,11507,16654,255,204,16699,0,170
487,201,11662,17691,255,202,11754,11630,255,203,11507,16655,255,204,16700,0,170
550,201,11661,17697,255,202,11753,11631,255,203,11507,16654,255,204,16702,0,170
612,201,11663,17702,255,202,11752,11634,255,203,11506,16655,255,204,16699,0,170
675,201,11663,17701,255,202,11752,11631,255,203,11507,16652,255,204,16697,0,170
737,201,11667,17700,255,202,11751,11631,255,203,11506,16652,255,204,16701,0,170
800,201,11663,17699,255,202,11754,11630,255,203,11505,16654,255,204,16702,0,170
862,201,11662,17698,255,202,11750,11627,255,203,11507,16653,255,204,16699,0,170
924,201,11665,17696,255,202,11754,11631,255,203,11504,16654,255,204,16699,0,170
987,201,11661,17698,255,202,11752,11627,255,203,11503,16656,255,204,16700,0,170
1050,201,11665,17696,255,202,11750,11634,255,203,11505,16655,255,204,16700,0,170
1112,201,11661,17694,255,202,11752,11635,255,203,11506,16653,255,204,16701,0,170
1175,201,11662,17693,255,202,11751,11631,255,203,11510,16652,255,204,16701,0,170
1237,201,11659,17693,255,202,11753,11633,255,203,11504,16654,255,204,16699,0,170
1300,201,11661,17696,255,202,11751,11633,255,203,11505,16658,255,204,16697,0,170
1362,201,11665,17693,255,202,11751,11629,255,203,11507,16656,255,204,16700,0,170
1425,201,11661,17695,255,202,11752,11631,255,203,11504,16656,255,204,16700,0,170
1487,201,11662,17694,255,202,11752,11633,255,203,11507,16654,255,204,16700,0,170
1550,201,11661,17699,255,202,11749,11632,255,203,11507,16654,255,204,16698,0,170
1612,201,11661,17702,255,202,11744,11633,255,203,11510,16653,255,204,16701,0,170
1675,201,11658,17702,255,202,11754,11632,255,203,11509,16652,255,204,16694,0,170
1737,201,11662,17697,255,202,11750,11631,255,203,11506,16651,255,204,16698,0,170
1800,201,11658,17699,255,202,11749,11633,255,203,11509,16654,255,204,16700,0,170
1862,201,11663,17700,255,202,11754,11629,255,203,11507,16651,255,204,16701,0,170
1924,201,11662,17698,255,202,11751,11632,255,203,11507,16653,255,204,16700,0,170
1987,201,11666,17696,255,202,11751,11634,255,203,11507,16655,255,204,16700,0,170
2050,201,11665,17700,255,202,11748,11634,255,203,11503,16652,255,204,16700,0,170
2112,201,11663,17693,255,202,11750,11634,255,203,11506,16650,255,204,16702,0,170
2175,201,11662,17694,255,202,11749,11631,255,203,11507,16655,255,204,16701,0,170
2237,201,11664,17700,255,202,11753,11634,255,203,11508,16650,255,204,16701,0,170
2300,201,11664,17695,255,202,11754,11633,255,203,11507,16653,255,204,16700,0,170
2362,201,11664,17696,255,202,11754,11629,255,203,11507,16653,255,204,16699,0,170
2425,201,11668,17697,255,202,11749,11630,255,203,11508,16652,255,204,16698,0,170
2487,201,11665,17694,255,202,11750,11631,255,203,11504,16654,255,204,16698,0,170
2550,201,11664,17695,255,202,11750,11632,255,203,11508,16653,255,204,16698,0,170
2612,201,11665,17690,255,202,11751,11632,255,203,11505,16652,255,204,16697,0,170
2675,201,11661,17695,255,202,11750,11634,255,203,11510,16650,255,204,16696,0,170
2737,201,11665,17697,255,202,11751,11631,255,203,11506,16652,255,204,16699,0,170
2800,201,11663,17700,255,202,11749,11628,255,203,11509,16653,255,204,16696,0,170
2862,201,11664,17698,255,202,11749,11626,255,203,11509,16652,255,204,16700,0,170
2925,201,11666,17699,255,202,11753,11630,255,203,11507,16654,255,204,16700,0,170
2987,201,11659,17692,255,202,11752,11627,255,203,11506,16654,255,204,16699,0,170
3051,201,11665,17698,255,202,11748,11631,255,203,11507,16651,255,204,16699,0,170
3112,201,11667,17700,255,202,11752,11634,255,203,11504,16651,255,204,16703,0,170
3175,201,11660,17696,255,202,11753,11637,255,203,11512,16651,255,204,16697,0,170
3237,201,11662,17697,255,202,11752,11631,255,203,11505,16652,255,204,16695,0,170
3300,201,11664,17702,255,202,11751,11635,255,203,11509,16652,255,204,16699,0,170
3362,201,11667,17691,255,202,11753,11634,255,203,11506,16651,255,204,16696,0,170
3425,201,11660,17699,255,202,11749,11630,255,203,11508,16651,255,204,16702,0,170
3487,201,11662,17697,255,202,11751,11629,255,203,11504,16651,255,204,16700,0,170
3550,201,11663,17693,255,202,11749,11632,255,203,11504,16649,255,204,16699,0,170
3612,201,11662,17693,255,202,11746,11632,255,203,11505,16652,255,204,16701,0,170
3675,201,11662,17695,255,202,11750,11634,255,203,11506,16651,255,204,16696,0,170
3737,201,11667,17700,255,202,11750,11633,255,203,11507,16652,255,204,16702,0,170
3800,201,11668,17695,255,202,11751,11633,255,203,11507,16651,255,204,16699,0,170
3862,201,11662,17698,255,202,11753,11628,255,203,11509,16650,255,204,16698,0,170
3925,201,11662,17693,255,202,11752,11629,255,203,11508,16648,255,204,16697,0,170
3987,201,11657,17696,255,202,11749,11628,255,203,11506,16653,255,204,16699,0,170
4050,201,11659,17700,255,202,11751,11631,255,203,11503,16655,255,204,16699,0,170
4112,201,11665,17693,255,202,11749,11633,255,203,11504,16654,255,204,16700,0,170
4175,201,11662,17695,255,202,11749,11634,255,203,11505,16654,255,204,16697,0,170
4237,201,11662,17695,255,202,11747,11630,255,203,11506,16654,255,204,16699,0,170
4300,201,11666,17695,255,202,11751,11634,255,203,11503,16653,255,204,16701,0,170
4362,201,11660,17695,255,202,11753,11628,255,203,11509,16652,255,204,16699,0,170
4425,201,11660,17696,255,202,11754,11626,255,203,11507,16650,255,204,16698,0,170
4487,201,11657,17697,255,202,11748,11628,255,203,11505,16652,255,204,16701,0,170
4550,201,11659,17696,255,202,11752,11630,255,203,11504,16654,255,204,16698,0,170
4612,201,11662,17701,255,202,11749,11627,255,203,11508,16652,255,204,16699,0,170
4675,201,11661,17695,255,202,11748,11631,255,203,11508,16648,255,204,16701,0,170
4737,201,11661,17701,255,202,11752,11630,255,203,11501,16652,255,204,16701,0,170
4800,201,11666,17697,255,202,11748,11629,255,203,11509,16653,255,204,16697,0,170
4862,201,11661,17698,255,202,11750,11630,255,203,11504,16648,255,204,16701,0,170
4925,201,11664,17695,255,202,11748,11629,255,203,11507,16650,255,204,16702,0,170
4987,201,11659,17690,255,202,11749,11630,255,203,11503,16653,255,204,16700,0,170
5050,201,11663,17694,255,202,11748,11629,255,203,11505,16653,255,204,16697,0,170
5112,201,11662,17697,255,202,11750,11632,255,203,11509,16653,255,204,16700,0,170
5175,201,11663,17697,255,202,11753,11630,255,203,11508,16650,255,204,16701,0,170
5237,201,11665,17699,255,202,11750,11636,255,203,11507,16651,255,204,16703,0,170
5300,201,11662,17696,255,202,11753,11630,255,203,11505,16651,255,204,16700,0,170
5362,201,11665,17698,255,202,11752,11628,255,203,11507,16652,255,204,16699,0,170
5425,201,11663,17688,255,202,11752,11632,255,203,11509,16654,255,204,16696,0,170
5487,201,11663,17689,255,202,11751,11631,255,203,11502,16652,255,204,16697,0,170
5550,201,11660,17696,255,202,11748,11630,255,203,11508,16649,255,204,16697,0,170
5612,201,11663,17695,255,202,11749,11632,255,203,11506,16650,255,204,16698,0,170
5674,201,11663,17695,255,202,11747,11629,255,203,11505,16655,255,204,16700,0,170
5737,201,11659,17687,255,202,11747,11630,255,203,11506,16651,255,204,16697,0,170
5800,201,11665,17697,255,202,11748,11633,255,203,11508,16650,255,204,16696,0,170
5862,201,11663,17691,255,202,11755,11627,255,203,11508,16652,255,204,16701,0,170
5925,201,11662,17699,255,202,11756,11630,255,203,11509,16650,255,204,16702,0,170
5987,201,11660,17698,255,202,11748,11626,255,203,11506,16650,255,204,16695,0,170
6050,201,11659,17697,255,202,11748,11630,255,203,11508,16651,255,204,16701,0,170
6112,201,11667,17696,255,202,11749,11630,255,203,11508,16651,255,204,16698,0,170
6175,201,11664,17696,255,202,11748,11633,255,203,11506,16650,255,204,16696,0,170
6237,201,11664,17698,255,202,11751,11631,255,203,11506,16652,255,204,16697,0,170
6300,201,11663,17698,255,202,11751,11633,255,203,11504,16657,255,204,16692,0,170
6362,201,11659,17699,255,202,11751,11627,255,203,11505,16650,255,204,16697,0,170
6425,201,11660,17703,255,202,11749,11626,255,203,11505,16646,255,204,16697,0,170
6487,201,11662,17694,255,202,11750,11626,255,203,11506,16651,255,204,16697,0,170
6550,201,11664,17693,255,202,11750,11632,255,203,11503,16650,255,204,16697,0,170
6612,201,11663,17692,255,202,11749,11632,255,203,11510,16651,255,204,16699,0,170
6675,201,11665,17693,255,202,11755,11632,255,203,11503,16651,255,204,16699,0,170
6737,201,11660,17698,255,202,11752,11633,255,203,11505,16649,255,204,16696,0,170
6800,201,11664,17698,255,202,11751,11628,255,203,11505,16651,255,204,16698,0,170
6862,201,11663,17700,255,202,11752,11630,255,203,11505,16647,255,204,16699,0,170
6925,201,11661,17695,255,202,11750,11628,255,203,11507,16651,255,204,16697,0,170
6987,201,11658,17695,255,202,11751,11629,255,203,11507,16652,255,204,16701,0,170
7050,201,11664,17701,255,202,11751,11627,255,203,11504,16647,255,204,16697,0,170
7112,201,11664,17691,255,202,11746,11630,255,203,11502,16650,255,204,16694,0,170
7175,201,11663,17695,255,202,11751,11633,255,203,11507,16648,255,204,16695,0,170
7237,201,11664,17698,255,202,11746,11630,255,203,11508,16650,255,204,16696,0,170
7300,201,11662,17702,255,202,11753,11630,255,203,11508,16651,255,204,16697,0,170
7362,201,11659,17698,255,202,11752,11624,255,203,11510,16650,255,204,16699,0,170
7425,201,11661,17692,255,202,11751,11631,255,203,11506,16648,255,204,16698,0,170
7487,201,11665,17698,255,202,11749,11627,255,203,11506,16652,255,204,16697,0,170
7550,201,11666,17696,255,202,11750,11628,255,203,11506,16649,255,204,16700,0,170
